fiyat;marka;seri;model;yil;km;vites;yakit;kasa;renk;motorHacmi;motorGucu;cekis;yakitTuketimi;yakitDeposu;boyaDegisen;takas;kimden
610.000 TL;Renault;Clio;0.9 TCe Touch;2020;32.000 km;Düz;Benzin;Hatchback/5;Gri (titanyum);898 cc;90 hp;Önden Çekiş;5 lt;45 lt;Tamamı orjinal;Takasa Uygun Değil;Sahibinden
310.000 TL;Renault;Clio;1.5 dCi Alize;2004;360.000 km;Düz;Dizel;Sedan;Yeşil (metalik);1461 cc;65 hp;Önden Çekiş;4,7 lt;50 lt;1 değişen, 3 boyalı;Takasa Uygun Değil;Galeriden
530.000 TL;Renault;Clio;1.5 dCi Joy;2016;193.000 km;Düz;Dizel;Hatchback/5;Siyah;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;Belirtilmemiş;-;Sahibinden
715.000 TL;Renault;Clio;1.5 dCi Icon;2015;68.000 km;Yarı Otomatik;Dizel;Hatchback/5;Siyah;1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;1 değişen, 3 boyalı;Takasa Uygun;Sahibinden
660.000 TL;Renault;Clio;1.5 dCi Icon;2017;110.000 km;Düz;Dizel;Hatchback/5;Kırmızı;1461 cc;90 hp;Önden Çekiş;3,6 lt;45 lt;Tamamı orjinal;-;Sahibinden
332.500 TL;Renault;Clio;1.4 RNA;2000;307.600 km;Düz;LPG & Benzin;Sedan;Beyaz;1390 cc;75 hp;Önden Çekiş;7,1 lt;50 lt;Belirtilmemiş;Takasa Uygun Değil;Sahibinden
450.000 TL;Renault;Clio;1.4 Authentique;2008;101.000 km;Düz;LPG & Benzin;Sedan;Gri (Gümüş);-;-;-;-;-;Belirtilmemiş;-;Sahibinden
260.000 TL;Renault;Clio;1.6 RXT;1998;248.000 km;Düz;LPG & Benzin;Hatchback/5;Gri (Gümüş);1598 cc;90 hp;Önden Çekiş;7,2 lt;50 lt;3 değişen, 10 boyalı;-;Sahibinden
510.000 TL;Renault;Clio;0.9 TCe Touch;2013;207.000 km;Düz;Benzin;Hatchback/5;Kırmızı;898 cc;90 hp;Önden Çekiş;4,5 lt;45 lt;1 değişen;-;Sahibinden
655.000 TL;Renault;Clio;1.5 dCi Joy;2016;210.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;3 boyalı;Takasa Uygun Değil;Sahibinden
320.000 TL;Renault;Clio;1.4 RNA;2001;195.000 km;Düz;LPG & Benzin;Sedan;Gri (Gümüş);1390 cc;75 hp;Önden Çekiş;7,1 lt;50 lt;Belirtilmemiş;-;Sahibinden
725.000 TL;Renault;Clio;1.0 SCe Joy;2022;10.500 km;Düz;Benzin;Hatchback/5;Beyaz;999 cc;65 hp;Önden Çekiş;4,9 lt;42 lt;Tamamı orjinal;Takasa Uygun;Sahibinden
415.000 TL;Renault;Clio;1.4 Privilege;2003;141.000 km;Düz;LPG & Benzin;Hatchback/5;Yeşil (metalik);1390 cc;98 hp;Önden Çekiş;6,7 lt;50 lt;Belirtilmemiş;-;Sahibinden
330.000 TL;Renault;Clio;1.4 RTA;2000;220.000 km;Düz;LPG & Benzin;Hatchback/5;Gri (Gümüş);1390 cc;75 hp;Önden Çekiş;6,8 lt;50 lt;Belirtilmemiş;-;Sahibinden
358.000 TL;Renault;Clio;1.4 Authentique;2004;216.000 km;Düz;LPG & Benzin;Sedan;Gri;1390 cc;75 hp;Önden Çekiş;7,1 lt;50 lt;1 değişen;Takasa Uygun Değil;Sahibinden
215.000 TL;Renault;Clio;1.4 RN;1996;196.000 km;Düz;LPG & Benzin;Hatchback/5;Beyaz;1401 - 1600 cm3;51 - 75 HP;Önden Çekiş;-;-;Tamamı boyalı;Takasa Uygun Değil;Sahibinden
275.000 TL;Renault;Clio;1.5 dCi Authentique;2003;306.000 km;Düz;Dizel;Sedan;Beyaz;1461 cc;65 hp;Önden Çekiş;4,7 lt;50 lt;Belirtilmemiş;Takasa Uygun Değil;Galeriden
650.000 TL;Renault;Clio;1.5 dCi Touch;2014;123.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;Belirtilmemiş;-;Sahibinden
739.750 TL;Renault;Clio;1.2 SportTourer Icon;2013;97.000 km;Yarı Otomatik;Benzin;Station wagon;Kırmızı;1197 cc;120 hp;Önden Çekiş;5,2 lt;45 lt;Belirtilmemiş;Takasa Uygun Değil;Galeriden
340.000 TL;Renault;Clio;1.6 RTE;2000;238.000 km;Düz;LPG & Benzin;Hatchback/5;Mor;1598 cc;90 hp;Önden Çekiş;7,2 lt;50 lt;1 değişen;-;Sahibinden
625.000 TL;Renault;Clio;0.9 TCe Sport Tourer Joy;2019;55.000 km;Düz;Benzin;Station wagon;Beyaz;898 cc;90 hp;Önden Çekiş;5,1 lt;45 lt;Tamamı orjinal;-;Sahibinden
730.000 TL;Renault;Clio;1.0 TCe Joy;2021;38.000 km;Otomatik;Benzin;Hatchback/5;Füme;999 cc;90 hp;Önden Çekiş;5 lt;42 lt;Belirtilmemiş;Takasa Uygun Değil;Sahibinden
310.000 TL;Renault;Clio;-;2000;460.000 km;Düz;LPG & Benzin;Sedan;Gri (metalik);1390 cc;98 hp;Önden Çekiş;7 lt;50 lt;Tamamı boyalı;-;Sahibinden
528.000 TL;Renault;Clio;1.5 dCi Touch;2013;155.500 km;Düz;Dizel;Hatchback/5;Kırmızı;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;2 değişen, 4 boyalı;Takasa Uygun;Sahibinden
370.000 TL;Renault;Clio;1.4 Authentique;2006;355.896 km;Düz;LPG & Benzin;Hatchback/5;Kırmızı;1390 cc;98 hp;Önden Çekiş;6,7 lt;55 lt;Belirtilmemiş;Takasa Uygun Değil;Sahibinden
565.000 TL;Renault;Clio;1.2 Joy;2016;114.000 km;Düz;Benzin;Hatchback/5;Kırmızı;1149 cc;75 hp;Önden Çekiş;5,5 lt;45 lt;Belirtilmemiş;-;Sahibinden
573.000 TL;Renault;Clio;0.9 TCe Joy;2020;98.560 km;Düz;Benzin;Hatchback/5;Beyaz;898 cc;90 hp;Önden Çekiş;5 lt;45 lt;Tamamı orjinal;Takasa Uygun Değil;Sahibinden
539.500 TL;Renault;Clio;1.5 dCi Joy;2013;264.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;Tamamı orjinal;-;Sahibinden
355.000 TL;Renault;Clio;1.4 RNA;2001;197.000 km;Düz;LPG & Benzin;Sedan;Gri;1390 cc;75 hp;Önden Çekiş;7,1 lt;50 lt;3 boyalı;-;Sahibinden
375.000 TL;Renault;Clio;1.5 dCi Authentique;2006;171.000 km;Düz;Dizel;Hatchback/3;Gri;1461 cc;68 hp;Önden Çekiş;4,6 lt;55 lt;Belirtilmemiş;-;Sahibinden
384.000 TL;Renault;Clio;1.4 RTA;2001;226.506 km;Düz;LPG & Benzin;Hatchback/5;Beyaz;1390 cc;75 hp;Önden Çekiş;6,8 lt;50 lt;Belirtilmemiş;Takasa Uygun Değil;Sahibinden
615.000 TL;Renault;Clio;1.5 dCi Joy;2015;87.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;1 değişen, 2 boyalı;Takasa Uygun Değil;Sahibinden
378.000 TL;Renault;Clio;1.5 dCi Extreme;2007;320.000 km;Düz;Dizel;Hatchback/5;Şampanya;1461 cc;65 hp;Önden Çekiş;4,9 lt;55 lt;Belirtilmemiş;Takasa Uygun;Galeriden
287.500 TL;Renault;Clio;1.4 RNA;2000;355.000 km;Düz;LPG & Benzin;Sedan;Beyaz;1390 cc;75 hp;Önden Çekiş;7,1 lt;50 lt;Belirtilmemiş;Takasa Uygun;Galeriden
730.000 TL;Renault;Clio;1.5 dCi Icon;2017;73.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;90 hp;Önden Çekiş;3,6 lt;45 lt;1 değişen, 1 boyalı;Takasa Uygun;Galeriden
825.000 TL;Renault;Clio;1.0 TCe Joy;2022;6.100 km;Otomatik;Benzin;Hatchback/5;Gri;1200 cm3' e kadar;76 - 100 HP;Önden Çekiş;-;-;Tamamı orjinal;Takasa Uygun;Galeriden
300.000 TL;Renault;Clio;1.5 dCi Authentique;2003;260.000 km;Düz;Dizel;Sedan;Mavi (metalik);1461 cc;65 hp;Önden Çekiş;4,7 lt;50 lt;Belirtilmemiş;Takasa Uygun;Galeriden
621.000 TL;Renault;Clio;1.5 dCi GT Line;2014;162.500 km;Yarı Otomatik;Dizel;Hatchback/5;Siyah;1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;1 değişen, 4 boyalı;Takasa Uygun;Galeriden
819.000 TL;Renault;Clio;1.0 TCe Touch;2023;17.000 km;Otomatik;Benzin;Hatchback/5;Mavi;999 cc;90 hp;Önden Çekiş;5 lt;42 lt;Tamamı orjinal;Takasa Uygun;Galeriden
670.000 TL;Renault;Clio;1.0 SCe Joy;2023;6.019 km;Düz;Benzin;Hatchback/5;Gri;999 cc;65 hp;Önden Çekiş;4,9 lt;42 lt;Tamamı orjinal;Takasa Uygun;Galeriden
495.000 TL;Renault;Clio;1.5 dCi Joy;2015;155.470 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;1 değişen;Takasa Uygun;Galeriden
555.000 TL;Renault;Clio;1.5 dCi Joy;2017;200.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;Tamamı orjinal;Takasa Uygun;Galeriden
619.900 TL;Renault;Clio;1.5 dCi SportTourer Joy;2019;133.500 km;Düz;Dizel;Station wagon;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;1 boyalı;Takasa Uygun;Galeriden
555.000 TL;Renault;Clio;0.9 TCe Icon;2013;81.300 km;Düz;Benzin;Station wagon;Kırmızı;898 cc;90 hp;Önden Çekiş;4,5 lt;45 lt;4 boyalı;Takasa Uygun;Galeriden
842.000 TL;Renault;Clio;1.0 TCe Joy;2022;6.100 km;Otomatik;Benzin;Hatchback/5;Kırmızı;999 cc;90 hp;Önden Çekiş;5 lt;42 lt;Tamamı orjinal;Takasa Uygun Değil;Galeriden
459.000 TL;Renault;Clio;1.4 Extreme;2009;170.000 km;Düz;LPG & Benzin;Sedan;Gri;1390 cc;75 hp;Önden Çekiş;7,1 lt;50 lt;Belirtilmemiş;Takasa Uygun Değil;Galeriden
759.900 TL;Renault;Clio;1.0 TCe Joy;2022;62.951 km;Otomatik;Benzin;Hatchback/5;Siyah;999 cc;100 hp;Önden Çekiş;5 lt;42 lt;Tamamı orjinal;Takasa Uygun Değil;Galeriden
588.750 TL;Renault;Clio;1.5 dCi SportTourer Joy;2018;147.000 km;Düz;Dizel;Station wagon;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;1 değişen, 2 boyalı;Takasa Uygun Değil;Galeriden
670.000 TL;Renault;Clio;1.5 dCi Touch;2016;58.218 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;3 değişen, 2 boyalı;Takasa Uygun;Galeriden
575.000 TL;Renault;Clio;1.5 dCi SportTourer Joy;2018;164.000 km;Düz;Dizel;Station wagon;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;Belirtilmemiş;Takasa Uygun;Galeriden
375.000 TL;Renault;Clio;1.4 Authentique;2004;230.000 km;Düz;LPG & Benzin;Sedan;Bej;1390 cc;75 hp;Önden Çekiş;7,1 lt;50 lt;10 boyalı;Takasa Uygun;Galeriden
390.000 TL;Renault;Clio;1.5 dCi Authentique;2007;218.000 km;Düz;Dizel;Hatchback/5;Füme;1461 cc;80 hp;Önden Çekiş;4,8 lt;55 lt;Tamamı orjinal;Takasa Uygun Değil;Galeriden
755.000 TL;Renault;Clio;1.5 dCi Touch;2018;98.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;Belirtilmemiş;Takasa Uygun;Galeriden
355.000 TL;Renault;Clio;1.5 dCi Dynamique;2007;249.000 km;Düz;Dizel;Hatchback/3;Gri (Gümüş);1461 cc;106 hp;Önden Çekiş;4,6 lt;55 lt;Belirtilmemiş;Takasa Uygun;Galeriden
780.000 TL;Renault;Clio;1.0 TCe Joy;2022;19.940 km;Otomatik;Benzin;Hatchback/5;Beyaz;999 cc;100 hp;Önden Çekiş;5 lt;42 lt;Tamamı orjinal;Takasa Uygun Değil;Yetkili Bayiden
295.000 TL;Renault;Clio;1.4 Expression;2002;245.767 km;Düz;LPG & Benzin;Sedan;Diğer;1390 cc;98 hp;Önden Çekiş;7 lt;50 lt;Belirtilmemiş;Takasa Uygun;Galeriden
650.000 TL;Renault;Clio;1.5 dCi Icon;2015;81.500 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;2 değişen, 3 boyalı;Takasa Uygun Değil;Galeriden
799.999 TL;Renault;Clio;1.0 TCe Touch;2022;39.000 km;Otomatik;Benzin;Hatchback/5;Mavi;999 cc;100 hp;Önden Çekiş;5 lt;42 lt;Belirtilmemiş;Takasa Uygun;Galeriden
588.750 TL;Renault;Clio;1.5 dCi Joy;2019;106.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;5 boyalı;Takasa Uygun Değil;Galeriden
750.000 TL;Renault;Clio;1.0 TCe Joy;2020;26.000 km;Otomatik;Benzin;Hatchback/5;Beyaz;999 cc;100 hp;Önden Çekiş;5 lt;42 lt;Tamamı orjinal;Takasa Uygun Değil;Sahibinden
615.000 TL;Renault;Clio;1.5 dCi SportTourer Joy;2017;140.000 km;Düz;Dizel;Station wagon;Beyaz;-;-;-;-;-;1 değişen, 4 boyalı;Takasa Uygun Değil;Sahibinden
570.000 TL;Renault;Clio;1.2 Joy;2017;87.000 km;Düz;Benzin;Hatchback/5;Beyaz;1149 cc;75 hp;Önden Çekiş;5,5 lt;45 lt;2 değişen, 1 boyalı;Takasa Uygun Değil;Sahibinden
319.000 TL;Renault;Clio;1.4 RNA;2001;249.000 km;Düz;LPG & Benzin;Sedan;Beyaz;1390 cc;75 hp;Önden Çekiş;7,1 lt;50 lt;Belirtilmemiş;Takasa Uygun;Galeriden
249.000 TL;Renault;Clio;1.4 RNA;2000;279.000 km;Düz;LPG & Benzin;Sedan;Beyaz;1390 cc;75 hp;Önden Çekiş;7,1 lt;50 lt;Belirtilmemiş;Takasa Uygun;Galeriden
319.000 TL;Renault;Clio;1.4 RNA;2001;284.000 km;Düz;LPG & Benzin;Sedan;Kırmızı;1390 cc;75 hp;Önden Çekiş;7,1 lt;50 lt;Belirtilmemiş;Takasa Uygun;Galeriden
344.000 TL;Renault;Clio;1.4 Authentique;2006;199.000 km;Düz;LPG & Benzin;Hatchback/5;Gri;1390 cc;98 hp;Önden Çekiş;6,6 lt;55 lt;Belirtilmemiş;Takasa Uygun;Galeriden
625.000 TL;Renault;Clio;0.9 TCe Joy;2020;50.000 km;Düz;Benzin;Hatchback/5;Beyaz;898 cc;90 hp;Önden Çekiş;5 lt;45 lt;Belirtilmemiş;Takasa Uygun Değil;Galeriden
280.000 TL;Renault;Clio;1.5 dCi Authentique;2005;280.000 km;Düz;Dizel;Hatchback/3;Gri;1461 cc;68 hp;Önden Çekiş;4,6 lt;55 lt;Belirtilmemiş;-;Sahibinden
998.000 TL;Renault;Clio;1.0 TCe Touch;2023;6.500 km;Otomatik;Benzin;Hatchback/5;Mavi;999 cc;90 hp;Önden Çekiş;5 lt;42 lt;Belirtilmemiş;Takasa Uygun;Galeriden
905.000 TL;Renault;Clio;1.3 TCe Touch;2020;63.000 km;Yarı Otomatik;Benzin;Hatchback/5;Beyaz;1332 cc;130 hp;Önden Çekiş;5,2 lt;42 lt;Tamamı orjinal;Takasa Uygun Değil;Galeriden
296.000 TL;Renault;Clio;1.4 RNA;2001;215.000 km;Düz;LPG & Benzin;Sedan;Beyaz;1390 cc;75 hp;Önden Çekiş;7,1 lt;50 lt;1 değişen, 7 boyalı;Takasa Uygun;Sahibinden
800.000 TL;Renault;Clio;1.0 SCe Joy;2020;33.000 km;Düz;Benzin;Hatchback/5;Mavi (metalik);999 cc;72 hp;Önden Çekiş;4,9 lt;42 lt;Tamamı orjinal;-;Sahibinden
415.000 TL;Renault;Clio;1.5 dCi Authentique;2008;199.800 km;Düz;Dizel;Hatchback/5;Bej;1461 cc;65 hp;Önden Çekiş;4,9 lt;55 lt;Belirtilmemiş;Takasa Uygun Değil;Galeriden
315.000 TL;Renault;Clio;1.2 Authentique;2005;199.750 km;Düz;LPG & Benzin;Hatchback/5;Altın;1149 cc;75 hp;Önden Çekiş;5,9 lt;55 lt;Belirtilmemiş;Takasa Uygun Değil;Galeriden
520.000 TL;Renault;Clio;1.5 dCi Joy;2015;167.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;2 değişen, 3 boyalı;-;Sahibinden
679.000 TL;Renault;Clio;0.9 TCe Joy;2020;54.000 km;Düz;Benzin;Hatchback/5;Kırmızı;898 cc;90 hp;Önden Çekiş;5 lt;45 lt;Belirtilmemiş;Takasa Uygun Değil;Sahibinden
270.000 TL;Renault;Clio;1.4 RXT;2001;320.000 km;Düz;LPG & Benzin;Hatchback/5;Gri;1390 cc;98 hp;Önden Çekiş;6,7 lt;50 lt;1 değişen, 12 boyalı;Takasa Uygun;Sahibinden
799.999 TL;Renault;Clio;1.0 TCe Touch;2020;21.750 km;Otomatik;Benzin;Hatchback/5;Beyaz;999 cc;100 hp;Önden Çekiş;5 lt;42 lt;Tamamı orjinal;-;Sahibinden
415.000 TL;Renault;Clio;-;2001;88.000 km;Düz;Benzin;Sedan;Bordo;1390 cc;98 hp;Önden Çekiş;7 lt;50 lt;Tamamı orjinal;Takasa Uygun Değil;Sahibinden
655.000 TL;Renault;Clio;1.5 dCi SportTourer Icon;2013;110.000 km;Düz;Dizel;Station wagon;Bordo;1461 cc;90 hp;Önden Çekiş;3,6 lt;45 lt;Tamamı orjinal;-;Sahibinden
655.000 TL;Renault;Clio;1.5 dCi SportTourer Icon;2013;110.000 km;Düz;Dizel;Station wagon;Bordo;1461 cc;90 hp;Önden Çekiş;3,6 lt;45 lt;Tamamı orjinal;-;Sahibinden
650.000 TL;Renault;Clio;1.5 dCi Grandtour Authentique;2012;48.000 km;Düz;Dizel;Station wagon;Beyaz;1461 cc;75 hp;Önden Çekiş;4,4 lt;55 lt;Belirtilmemiş;-;Sahibinden
310.000 TL;Renault;Clio;1.5 dCi Authentique;2002;278.000 km;Düz;Dizel;Sedan;Sarı;1461 cc;65 hp;Önden Çekiş;4,7 lt;50 lt;2 değişen, 11 boyalı;Takasa Uygun;Sahibinden
600.000 TL;Renault;Clio;1.5 dCi SportTourer Joy;2015;158.000 km;Düz;Dizel;Station wagon;Beyaz;1461 cc;75 hp;Önden Çekiş;4 lt;45 lt;2 boyalı;-;Sahibinden
785.000 TL;Renault;Clio;1.5 dCi Touch;2019;84.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;Belirtilmemiş;-;Sahibinden
705.000 TL;Renault;Clio;1.2 Turbo Joy;2016;125.000 km;Yarı Otomatik;Benzin;Hatchback/5;Beyaz;1197 cc;120 hp;Önden Çekiş;5,2 lt;45 lt;1 boyalı;-;Sahibinden
593.900 TL;Renault;Clio;1.5 dCi Joy;2018;180.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;1 boyalı;Takasa Uygun Değil;Galeriden
895.000 TL;Renault;Clio;1.0 TCe Touch;2021;10.700 km;Otomatik;Benzin;Hatchback/5;-;-;-;-;-;-;Belirtilmemiş;Takasa Uygun Değil;Sahibinden
749.000 TL;Renault;Clio;1.0 TCe Touch;2021;74.000 km;Otomatik;Benzin;Hatchback/5;Mavi;999 cc;100 hp;Önden Çekiş;5 lt;42 lt;Tamamı orjinal;Takasa Uygun;Galeriden
455.000 TL;Renault;Clio;1.2 Extreme;2012;185.000 km;Düz;LPG & Benzin;Hatchback/5;Gri (Gümüş);1149 cc;75 hp;Önden Çekiş;5,9 lt;55 lt;1 boyalı;Takasa Uygun;Sahibinden
360.000 TL;Renault;Clio;1.4 Authentique;2003;200.000 km;Düz;LPG & Benzin;Sedan;Gri;-;-;-;-;-;Tamamı orjinal;-;Sahibinden
930.000 TL;Renault;Clio;1.0 TCe RS Line;2020;60.000 km;Otomatik;Benzin;Hatchback/5;Turuncu;999 cc;100 hp;Önden Çekiş;5 lt;42 lt;1 değişen, 1 boyalı;-;Sahibinden
635.000 TL;Renault;Clio;1.5 dCi Icon;2015;157.500 km;Yarı Otomatik;Dizel;Hatchback/5;Kırmızı;1461 cc;90 hp;Önden Çekiş;3,7 lt;45 lt;2 boyalı;Takasa Uygun Değil;Sahibinden
460.000 TL;Renault;Clio;1.5 dCi Joy;2015;245.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;Belirtilmemiş;Takasa Uygun;Galeriden
340.000 TL;Renault;Clio;1.4 RTA;2001;210.000 km;Düz;LPG & Benzin;Hatchback/5;Gri;1390 cc;75 hp;Önden Çekiş;6,8 lt;50 lt;Tamamı orjinal;-;Sahibinden
355.000 TL;Renault;Clio;1.5 dCi Expression;2006;260.000 km;Düz;Dizel;Hatchback/5;Gri;1461 cc;85 hp;Önden Çekiş;4,8 lt;55 lt;Belirtilmemiş;Takasa Uygun;Galeriden
540.000 TL;Renault;Clio;1.5 dCi Extreme;2011;120.000 km;Düz;Dizel;Hatchback/5;Füme;1461 cc;85 hp;Önden Çekiş;4,4 lt;55 lt;1 değişen, 9 boyalı;Takasa Uygun;Sahibinden
270.000 TL;Renault;Clio;1.4 RNA;2000;370.000 km;Düz;LPG & Benzin;Sedan;Mavi;1390 cc;75 hp;Önden Çekiş;7,1 lt;50 lt;Tamamı orjinal;Takasa Uygun;Sahibinden
744.000 TL;Renault;Clio;1.2 Turbo Joy;2019;71.000 km;Yarı Otomatik;Benzin;Hatchback/5;Kırmızı;1197 cc;120 hp;Önden Çekiş;5,2 lt;45 lt;Tamamı orjinal;Takasa Uygun Değil;Sahibinden
662.000 TL;Renault;Clio;1.5 dCi Joy;2017;59.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;Tamamı orjinal;-;Sahibinden
780.000 TL;Renault;Clio;1.0 SCe Joy;2022;8.800 km;Düz;Benzin;Hatchback/5;Gri (titanyum);999 cc;65 hp;Önden Çekiş;4,9 lt;42 lt;Tamamı orjinal;-;Sahibinden
810.000 TL;Renault;Clio;1.0 TCe Touch;2020;11.500 km;Otomatik;Benzin;Hatchback/5;Kırmızı;999 cc;100 hp;Önden Çekiş;5 lt;42 lt;Tamamı orjinal;Takasa Uygun;Sahibinden
470.000 TL;Renault;Clio;1.2 Grandtour Extreme;2011;151.000 km;Düz;LPG & Benzin;Station wagon;Beyaz;1149 cc;75 hp;Önden Çekiş;5,9 lt;55 lt;Tamamı orjinal;-;Sahibinden
645.000 TL;Renault;Clio;1.5 dCi Joy;2017;80.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;Belirtilmemiş;Takasa Uygun Değil;Sahibinden
610.000 TL;Renault;Clio;1.5 dCi Joy;2018;190.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;2 boyalı;Takasa Uygun;Sahibinden
345.000 TL;Renault;Clio;1.5 dCi Authentique;2008;310.000 km;Düz;Dizel;Hatchback/5;Mavi (metalik);1461 cc;80 hp;Önden Çekiş;4,8 lt;55 lt;Belirtilmemiş;Takasa Uygun;Sahibinden
580.000 TL;Renault;Clio;1.5 dCi Joy;2014;155.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;Belirtilmemiş;-;Sahibinden
287.500 TL;Renault;Clio;-;2000;267.000 km;Düz;LPG & Benzin;Sedan;Gri;1390 cc;98 hp;Önden Çekiş;7 lt;50 lt;Belirtilmemiş;Takasa Uygun;Galeriden
555.000 TL;Renault;Clio;1.5 dCi Icon;2015;108.000 km;Düz;Dizel;Hatchback/5;Kırmızı;1461 cc;90 hp;Önden Çekiş;3,6 lt;45 lt;2 değişen;Takasa Uygun;Galeriden
559.900 TL;Renault;Clio;1.5 dCi Joy;2017;117.693 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;1 değişen, 6 boyalı;Takasa Uygun Değil;Galeriden
695.000 TL;Renault;Clio;1.5 dCi SportTourer Joy;2017;94.000 km;Düz;Dizel;Station wagon;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;Tamamı orjinal;Takasa Uygun;Galeriden
539.000 TL;Renault;Clio;1.5 dCi Joy;2015;80.500 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;3 boyalı;-;Sahibinden
350.000 TL;Renault;Clio;1.4 Authentique;2004;214.000 km;Düz;LPG & Benzin;Sedan;Beyaz;1390 cc;75 hp;Önden Çekiş;7,1 lt;50 lt;1 değişen, 4 boyalı;-;Sahibinden
757.500 TL;Renault;Clio;1.0 TCe Joy;2020;11.950 km;Otomatik;Benzin;Hatchback/5;Beyaz;999 cc;100 hp;Önden Çekiş;5 lt;42 lt;2 boyalı;Takasa Uygun;Galeriden
460.000 TL;Renault;Clio;1.5 dCi Joy;2013;167.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;Tamamı boyalı;-;Sahibinden
448.900 TL;Renault;Clio;1.5 dCi Touch;2015;255.000 km;Düz;Dizel;Hatchback/5;Beyaz;1461 cc;75 hp;Önden Çekiş;3,6 lt;45 lt;2 değişen, 11 boyalı;Takasa Uygun Değil;Galeriden
465.900 TL;Renault;Clio;1.5 dCi SportTourer Joy;2016;219.000 km;Düz;Dizel;Station wagon;Beyaz;1461 cc;75 hp;Önden Çekiş;4 lt;45 lt;1 değişen, 4 boyalı;Takasa Uygun Değil;Galeriden
280.000 TL;Renault;Clio;1.4 Authentique;2005;245.000 km;Düz;LPG & Benzin;Sedan;Gri;1390 cc;75 hp;Önden Çekiş;7,1 lt;50 lt;3 değişen, 10 boyalı;-;Sahibinden
340.000 TL;Renault;Clio;1.4 RNA;2000;262.000 km;Düz;LPG & Benzin;Sedan;Beyaz;1390 cc;75 hp;Önden Çekiş;7,1 lt;50 lt;Belirtilmemiş;Takasa Uygun Değil;Sahibinden
455.000 TL;Renault;Clio;1.5 dCi Authentique;2007;232.450 km;Düz;Dizel;Hatchback/5;Gri;1461 cc;65 hp;Önden Çekiş;4,9 lt;55 lt;Tamamı orjinal;-;Sahibinden
410.000 TL;Renault;Clio;1.4 Dynamique;2004;257.000 km;Otomatik;LPG & Benzin;Hatchback/5;Yeşil (metalik);1390 cc;98 hp;Önden Çekiş;6,7 lt;55 lt;1 değişen, 3 boyalı;Takasa Uygun Değil;Galeriden
